name,obsid,obi,region_id,ra,dec,flux_significance_b,var_index_b,var_prob_b,ks_prob_b,kp_prob_b,var_sigma_b,var_mean_b,var_min_b,var_max_b,var_index_h,var_prob_h,ks_prob_h,kp_prob_h,var_sigma_h,var_mean_h,var_min_h,var_max_h,var_index_m,var_prob_m,ks_prob_m,kp_prob_m,var_sigma_m,var_mean_m,var_min_m,var_max_m,var_index_s,var_prob_s,ks_prob_s,kp_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s,hard_hm,hard_hm_lolim,hard_hm_hilim,hard_hs,hard_hs_lolim,hard_hs_hilim,hard_ms,hard_ms_lolim,hard_ms_hilim,mm_avg_b,mm_avg_h,mm_avg_m,mm_avg_s,Weirdness Score
2CXO J151733.0+070509,10879,0,429,229.38770141557882,7.085985163677306,8.60001933704199,0.0,0.057021213955248,0.53858052925611,0.7479621798069,1.186278047459834e-05,0.004851050763457693,0.0048323316409102784,0.004864093902318498,0.0,0.14035035962963,0.22935504100551002,0.61712528932961,2.3938929831866048e-05,0.002175339588134438,0.0021514006583025717,0.002199278517966304,0.0,0.11568690944767998,0.25834871002882,0.5590357569364299,3.8949818236314725e-05,0.0014421031969086436,0.0014252836270627533,0.001779805295349227,6.0,0.98442585809039,0.8437922954766899,0.9965162130372108,0.000535976369225583,0.0012278565280440575,0.0003783305095428333,0.0019581316910612717,0.048719550281074,-0.098063710181137,0.17926296064959002,-0.081199250468457,-0.23922548407245006,0.074328544659588,-0.12742036227358,-0.24672079950031,0.0031230480949407,0.9994149737898675,1.0,1.1112550507073804,0.9514394178960086,0.998599845578191
2CXO J004948.1-732211,8479,0,3,12.45076856783936,-73.36993512957491,12.598310150961455,0.0,0.11975098842852,0.89693090414497,0.6878908587945101,7.335863234789234e-05,0.005545302634832349,0.005460889187803313,0.005652951793743804,0.0,0.14038034160992002,0.7061611225961599,0.32007784599053,4.0010308617426785e-05,0.0024700968085300677,0.002427356120550009,0.0025187938066167427,0.0,0.12901101231832002,0.73468296053871,0.5721600080834599,8.153243236043381e-05,0.00222326982971884,0.0021707233246138088,0.002754490813395254,2.0,0.87315815418559,0.6999531547965001,0.940691639153666,0.0003602536371287392,0.0008551094604918948,0.0003499694546893183,0.0011660513102945312,0.16614615865084,0.08307307932542199,0.24547158026234,0.29731417863835,0.19300437226733,0.40037476577139,0.13616489693941,0.02685821361649,0.25046845721424,1.002095080594562,1.0012056835355698,1.1076510084769866,0.886448364231505,0.9985826572429768
2CXO J182031.1-160929,8460,0,1542,275.12964763031664,-16.15827241176251,9.839842561623408,0.0,0.14474444259935998,0.70771999193334,0.978239204776622,4.7182207394963396e-05,0.004047240517266686,0.004000058309871722,0.00409442272466165,0.0,0.27394438525575,0.74834866265744,0.7877285012715101,0.00016572722109970328,0.002189698792283712,0.0021070732852177523,0.0035080954951392683,0.0,0.12725607562869,0.41357191182126,0.76476923880522,4.8855125909902336e-05,0.0016255835444193116,0.0015996993285025225,0.0019423518352583566,1.0,0.60474341011285,0.89155367085776,0.5804033422080099,6.966730716713938e-05,0.00023455776473144634,0.00014593321709895814,0.0003086178941294819,0.28981886321049,0.19050593379138,0.38288569643973,0.73454091193004,0.62773266708307,0.8301061836352299,0.56089943785134,0.4053716427233,0.70768269831355,0.9999999999999998,1.2821783525990735,1.0894706629877229,0.9689534510803172,0.9985730949694126
2CXO J111155.3-611756,4496,0,165,167.98065785976792,-61.298963154574224,10.683025864000149,1.0,0.6341570763079001,0.4913681870786501,0.7767271860108499,0.0008177419984119128,0.003704825749628187,0.003243684288730827,0.008737490179045902,0.0,0.19259904961357,0.18048207894846,0.16752591362951996,0.00010837673474625,0.0019257216660470734,0.0018497362057271509,0.002508763686785844,2.0,0.70332904002342,0.32369706985297,0.4381436685332501,0.00023815915371396896,0.0013894411875354752,0.0012940170388253019,0.003004859354307614,6.0,0.92727460411935,0.963193922769224,0.941478349904198,0.00022393055296434795,0.0003900199131134837,8.933841382681806e-05,0.0006437418109609468,0.30231105559026,0.21424109931293,0.38788257339163,0.55340412242349,0.45034353529044,0.6539662710805699,0.29856339787633,0.16177389131793,0.4366021236727,1.6169686886055503,1.1316536468792189,1.546980337022418,0.9397984566168308,0.9985673338480726
2CXO J111511.2+404042,2209,0,25,168.79671934390538,40.67836461766709,6.978061019956389,0.0,0.30520365397673,0.5527443791588199,0.6759059446968001,0.0003232122378685402,0.0030145396486549987,0.0025195315613937073,0.00347802451275906,0.0,0.30498107604981,0.81578661709178,0.95805158698948,0.00012807326417355017,0.0009990850411493548,0.0008172345429708405,0.001306786618504701,0.0,0.41386288697541,0.15904058855053005,0.06853893754447005,6.470858938081748e-05,0.0007909166591590031,0.0007575558209684281,0.0012706380755273662,6.0,0.91959748453004,0.6399514711922101,0.5959701553439599,0.000627620564451346,0.0012363569350975368,0.0002425772133572132,0.0018935069445874745,0.18488444722049,-0.019362898188632,0.36539662710806,-0.29231730168645004,-0.4603372891942501,-0.12804497189257005,-0.4472204871955,-0.57151780137414,-0.31168019987508,0.9947714698044698,1.0629831665941332,1.282179274522054,0.8638622461304716,0.9985537090930692
2CXO J053531.2-052339,14334,0,436,83.88017615746287,-5.394384163171325,5.5414137369514,0.0,0.4361553001827,0.83808974860827,0.85916985848377,0.000746363945748547,0.004608575970260282,0.0030827443744106827,0.005658772588781814,0.0,0.36347687604645,0.53715658158792,0.10516199780262003,0.000106917828178937,0.001297095302427281,0.001222198616385774,0.0016638694323586395,0.0,0.32207119019720004,0.17766138751460006,0.20699342384342,0.00011652171585181846,0.0015330176327780474,0.0014559530108692962,0.0019341122265464773,7.0,0.99951204333133,0.9995493807036756,0.9953069696227758,0.001560025084802962,0.0017688863276277144,0.00020886124282475248,0.003328911412430677,0.059962523422861,-0.16177389131793,0.27420362273579,-0.40474703310431,-0.57151780137414,-0.21549031855091005,-0.4522173641474099,-0.60274828232355,-0.27545284197377,0.9483967520121837,1.1125119501025311,1.1056837067400491,1.0,0.9993120745976124
2CXO J025608.1+192634,943,1,3,44.0341053076653,19.44284214300749,108.89458543524192,10.0,1.0,1.0,1.0,0.11491345766686895,0.2993886056320721,1.4673398751063736e-18,0.4689233293624469,10.0,1.0,0.9999999999974252,1.0,0.10804135262621853,0.28531651833443056,2.7321608149286302e-15,0.4357841814146523,10.0,1.0,0.9999999999924498,0.9999999999999496,0.008428140430228466,0.013825219294066077,0.0008028989735814072,0.037809687814349235,0.0,0.25864574478881003,0.6916211165182901,0.45460598281030995,4.128702284762765e-05,0.0009968915116477918,0.0009556044888001641,0.0010381785344954193,0.94316052467208,0.94128669581512,0.94503435352904,0.99562773266708,0.99500312304809,0.99625234228607,0.8457214241099301,0.8213616489693899,0.86883198001249,0.7831348964875456,0.7636855096203289,1.3964547674301109,0.9999999999999998,0.9992307774544159
2CXO J174638.0-285325,945,0,23,266.6583385426949,-28.890537939941662,18.159007745926765,6.0,0.93292884941164,0.978117052826119,0.8905409090497801,0.0032760747599273,0.009151057266486304,0.0011743456115073366,0.014009852277801693,7.0,0.99314674928694,0.964943940490374,0.922441750762768,0.0026004762061695983,0.0057479960463321655,0.0005099966457478557,0.011783851856066995,0.0,0.097724116580805,0.89407305338657,0.5827022415723699,2.2084947936708408e-05,0.0026268601146253487,0.0026051927859427684,0.002654309556279142,2.0,0.7827230206323,0.9034834722983792,0.959201278602068,0.00025323219854139393,0.000656969846602396,0.0003630544106434893,0.0012653441160472901,0.51217988757027,0.46783260462211,0.5552779512804499,0.7770143660212401,0.7339163023110601,0.8163647720174899,0.43847595252967,0.34915677701437,0.5252966895690201,0.8296417259302786,1.0694030060841495,1.0011005749676238,1.2393251647029553,0.9991419967927776
2CXO J182944.5+011311,4479,0,31,277.4356154542987,1.219758065566295,6.355832370405268,1.0,0.57320722646739,0.8691935296813901,0.7295355430336999,0.00034257657962387004,0.001355092744301498,0.000829818682930337,0.0016809889443342284,1.0,0.51612824018272,0.8801546449335501,0.8625642474213799,4.862924365390543e-05,0.0002127998355569181,0.00015387713576586946,0.00029390666198737575,0.0,0.34058309852166,0.14570562932139994,0.07408455598736996,0.00010937947866484677,0.0006704744270033296,0.0005369933074589873,0.0011083772045349801,0.0,0.42281688885071,0.60318818639636,0.27999293110296003,0.0003056207833986948,0.0007253054948043061,0.00046102133236262667,0.002514872017868809,-0.33853841349157,-0.5315427857589,-0.14053716427232998,-0.54965646470956,-0.7001873828857,-0.3803872579637701,-0.25234228607121,-0.39912554653342,-0.091817613991256,0.926433868760325,1.0521243979849677,1.2270195892093259,2.0514758067801204,0.998988240185306
2CXO J064105.0+093300,13610,0,103,100.27099328449629,9.550103829685721,12.866776628663736,5.0,0.80877676757687,0.975052268605337,0.9053246708010548,0.0005611552744503737,0.002348849369245316,0.0014686822708107911,0.003015799360922672,0.0,0.41372998012637,0.81109686886022,0.6803347783377099,7.028383646911942e-05,0.00038434490813528166,0.00028882643084327913,0.0005668404657394997,0.0,0.44219641830596,0.68900459747179,0.944221846681256,7.677864139495278e-05,0.0006523891469962526,0.0006291805670317513,0.002846015786343073,3.0,0.57225814857456,0.7088441376094701,0.37648924733722,0.00026620082305358944,0.001318094094840534,0.0012493161910350475,0.010266552150830128,-0.14366021236727,-0.25921299188007,-0.028107432854466,-0.70455965021861,-0.75640224859463,-0.6477201748906899,-0.6221111805121801,-0.67270455965022,-0.56652092442224,0.954612435018412,1.1131497757238422,2.6634382020113425,4.368378701847681,0.9989803527944406
2CXO J053509.2-053058,3498,0,31,83.78842521366852,-5.5162739113300505,36.73960987736765,10.0,1.0,1.0,1.0,0.01331816860560762,0.02556376560301816,0.0023039651937133386,0.03711080906156143,10.0,1.0,1.0,1.0,0.009881113807021929,0.01867834131063052,0.0009397092044117923,0.027264887677453584,9.0,1.0,1.0,1.0,0.0031861078275441357,0.006354334187695636,0.001346479410604706,0.009665366355439,0.0,0.4253472486923801,0.79050455884701,0.73919328665643,6.343768924141082e-05,0.0005789644110810691,0.0004992050733918368,0.0006445370767530022,0.6021236727045601,0.58151155527795,0.62023735165522,0.92567145534041,0.91130543410369,0.93753903810119,0.72954403497814,0.683947532792,0.7738913179263001,0.7709109617759387,0.7550080709204386,0.8664830524153696,0.9877482348260328,0.9989278968937458
2CXO J174041.6-534019,79,0,50,265.1733911992171,-53.67205750828208,31.654913816606694,8.0,0.99999999945771,0.85795104978764,0.9913882857293024,0.007060688081767351,0.027180120082354303,0.0009380252159229144,0.03945815206662672,0.0,0.34807359250035,0.9274460056296788,0.90072191492383,0.0012942143029972615,0.012888772478211026,0.008702005526565686,0.015245334594059173,0.0,0.18810768273882,0.6903491700319101,0.954780003020254,0.000408944116330529,0.010326351896045156,0.009677685743745477,0.011091212708466188,0.0,0.12046416928153,0.946719819424955,0.977603611646098,8.720490494088533e-05,0.003960763399283371,0.0038496884141248546,0.0041081545407383605,0.27982510930668,0.25046845721424,0.30918176139913,0.48469706433479,0.45159275452842,0.52029981261711,0.23610243597751,0.19300437226733,0.28044971892567,0.7431199192673063,0.929000033211416,1.0056261234021016,1.0045844894828913,0.9988296846231516
2CXO J162622.3-242253,637,1,19,246.5932991041342,-24.381406993885086,46.70954585389988,8.0,0.99998801635912,0.998743466634951,0.9999999451305158,0.0037162882544479695,0.031556036208749,0.026326218859496167,0.03462411496344822,8.0,0.99997146557881,0.9998114121917896,0.9999999980854768,0.003928080597216257,0.02481251814700312,0.019784310628322976,0.03228563278539928,0.0,0.03383101849726,0.3742084627296,0.63099884550621,1.003069977193912e-05,0.0065451662656144894,0.006530489084666395,0.00655344802729658,0.0,0.29406438260773,0.6427485285013901,0.18322630466272005,1.7958322175959596e-05,0.0002667810698388516,0.00025079891315010283,0.00037306251163947966,0.6858213616489699,0.67270455965022,0.7001873828857,0.97564022485946,0.97001873828857,0.98126171143036,0.8782011242973101,0.85009369144285,0.9050593379138,0.9657476214652988,1.0492676137349508,0.9995114395107422,1.1692385542317982,0.998818910732316
